Timestamp (ms),Latitude (deg),Longitude (deg),Altitude (m),Yaw (deg),Pitch (deg),Roll (deg)
1370000,42.3615032571441,-5.47523939214938,830,0,0,0
1370100,42.3614945767018,-5.47524260395191,830,0,0,0
1370200,42.3614858915127,-5.47524579233799,830,0,0,0
1370300,42.3614772016118,-5.47524895729485,830,0,0,0
1370400,42.3614685070338,-5.47525209880984,830,0,0,0
1370500,42.3614598078133,-5.47525521687042,830,0,0,0
1370600,42.3614511039853,-5.47525831146411,830,0,0,0
1370700,42.3614423955845,-5.47526138257856,830,0,0,0
1370800,42.3614336826459,-5.47526443020147,830,0,0,0
1370900,42.3614249652041,-5.47526745432068,830,0,0,0
1371000,42.3614162432941,-5.47527045492409,830,0,0,0
1371100,42.3614075169508,-5.47527343199971,830,0,0,0
1371200,42.3613987862091,-5.47527638553565,830,0,0,0
1371300,42.361390051104,-5.47527931552009,830,0,0,0
1371400,42.3613813116703,-5.47528222194132,830,0,0,0
1371500,42.361372567943,-5.47528510478773,830,0,0,0
1371600,42.3613638199572,-5.4752879640478,830,0,0,0
1371700,42.3613550677477,-5.4752907997101,830,0,0,0
1371800,42.3613463113497,-5.4752936117633,830,0,0,0
1371900,42.3613375507981,-5.47529640019615,830,0,0,0
1372000,42.3613287861279,-5.47529916499751,830,0,0,0
1372100,42.3613200173743,-5.47530190615634,830,0,0,0
1372200,42.3613112445723,-5.47530462366168,830,0,0,0
1372300,42.361302467757,-5.47530731750266,830,0,0,0
1372400,42.3612936869636,-5.47530998766852,830,0,0,0
1372500,42.361284902227,-5.47531263414858,830,0,0,0
1372600,42.3612761135826,-5.47531525693229,830,0,0,0
1372700,42.3612673210654,-5.47531785600914,830,0,0,0
1372800,42.3612585247106,-5.47532043136876,830,0,0,0
1372900,42.3612497245534,-5.47532298300085,830,0,0,0
1373000,42.361240920629,-5.47532551089522,830,0,0,0
1373100,42.3612321129726,-5.47532801504175,830,0,0,0
1373200,42.3612233016195,-5.47533049543046,830,0,0,0
1373300,42.3612144866048,-5.47533295205142,830,0,0,0
1373400,42.361205667964,-5.47533538489481,830,0,0,0
1373500,42.3611968457321,-5.47533779395092,830,0,0,0
1373600,42.3611880199446,-5.47534017921012,830,0,0,0
1373700,42.3611791906367,-5.47534254066288,830,0,0,0
1373800,42.3611703578437,-5.47534487829976,830,0,0,0
1373900,42.3611615216011,-5.47534719211141,830,0,0,0
1374000,42.361152681944,-5.47534948208861,830,0,0,0
1374100,42.3611438389079,-5.47535174822219,830,0,0,0
1374200,42.3611349925282,-5.47535399050309,830,0,0,0
1374300,42.3611261428402,-5.47535620892237,830,0,0,0
1374400,42.3611172898794,-5.47535840347115,830,0,0,0
1374500,42.3611084336812,-5.47536057414067,830,0,0,0
1374600,42.3610995742809,-5.47536272092225,830,0,0,0
1374700,42.3610907117141,-5.47536484380731,830,0,0,0
1374800,42.3610818460161,-5.47536694278739,830,0,0,0
1374900,42.3610729772225,-5.47536901785408,830,0,0,0
1375000,42.3610641053687,-5.4753710689991,830,0,0,0
1375100,42.3610552304902,-5.47537309621426,830,0,0,0
1375200,42.3610463526225,-5.47537509949145,830,0,0,0
1375300,42.3610374718011,-5.47537707882267,830,0,0,0
1375400,42.3610285880616,-5.47537903420002,830,0,0,0
1375500,42.3610197014394,-5.47538096561568,830,0,0,0
1375600,42.3610108119702,-5.47538287306193,830,0,0,0
1375700,42.3610019196894,-5.47538475653117,830,0,0,0
1375800,42.3609930246327,-5.47538661601585,830,0,0,0
1375900,42.3609841268357,-5.47538845150856,830,0,0,0
1376000,42.3609752263338,-5.47539026300196,830,0,0,0
1376100,42.3609663231628,-5.47539205048882,830,0,0,0
1376200,42.3609574173583,-5.475393813962,830,0,0,0
1376300,42.3609485089558,-5.47539555341445,830,0,0,0
1376400,42.360939597991,-5.47539726883922,830,0,0,0
1376500,42.3609306844996,-5.47539896022946,830,0,0,0
1376600,42.3609217685172,-5.47540062757843,830,0,0,0
1376700,42.3609128500795,-5.47540227087945,830,0,0,0
1376800,42.3609039292221,-5.47540389012597,830,0,0,0
1376900,42.3608950059807,-5.47540548531152,830,0,0,0
1377000,42.3608860803911,-5.47540705642972,830,0,0,0
1377100,42.3608771524888,-5.47540860347431,830,0,0,0
1377200,42.3608682223097,-5.4754101264391,830,0,0,0
1377300,42.3608592898895,-5.47541162531801,830,0,0,0
1377400,42.3608503552639,-5.47541310010507,830,0,0,0
1377500,42.3608414184686,-5.47541455079437,830,0,0,0
1377600,42.3608324795394,-5.47541597738012,830,0,0,0
1377700,42.360823538512,-5.47541737985664,830,0,0,0
1377800,42.3608145954222,-5.47541875821832,830,0,0,0
1377900,42.3608056503058,-5.47542011245965,830,0,0,0
1378000,42.3607967031986,-5.47542144257523,830,0,0,0
1378100,42.3607877541362,-5.47542274855975,830,0,0,0
1378200,42.3607788031547,-5.475424030408,830,0,0,0
1378300,42.3607698502897,-5.47542528811486,830,0,0,0
1378400,42.360760895577,-5.4754265216753,830,0,0,0
1378500,42.3607519390525,-5.47542773108441,830,0,0,0
1378600,42.3607429807521,-5.47542891633735,830,0,0,0
1378700,42.3607340207114,-5.4754300774294,830,0,0,0
1378800,42.3607250589665,-5.47543121435592,830,0,0,0
1378900,42.360716095553,-5.47543232711238,830,0,0,0
1379000,42.360707130507,-5.47543341569432,830,0,0,0
1379100,42.3606981638642,-5.47543448009742,830,0,0,0
1379200,42.3606891956605,-5.47543552031741,830,0,0,0
1379300,42.3606802259318,-5.47543653635016,830,0,0,0
1379400,42.3606712547139,-5.47543752819161,830,0,0,0
1379500,42.3606622820428,-5.47543849583779,830,0,0,0
1379600,42.3606533079544,-5.47543943928486,830,0,0,0
1379700,42.3606443324844,-5.47544035852904,830,0,0,0
1379800,42.360635355669,-5.47544125356667,830,0,0,0
1379900,42.3606263775438,-5.47544212439417,830,0,0,0
1380000,42.3606173981449,-5.47544297100809,830,0,0,0
1380100,42.3606084175082,-5.47544379340504,830,0,0,0
1380200,42.3605994356696,-5.47544459158173,830,0,0,0
1380300,42.3605904526651,-5.475445365535,830,0,0,0
1380400,42.3605814685304,-5.47544611526175,830,0,0,0
1380500,42.3605724833017,-5.47544684075899,830,0,0,0
1380600,42.3605634970148,-5.47544754202383,830,0,0,0
1380700,42.3605545097058,-5.47544821905349,830,0,0,0
1380800,42.3605455214104,-5.47544887184525,830,0,0,0
1380900,42.3605365321647,-5.47544950039653,830,0,0,0
1381000,42.3605275420047,-5.47545010470481,830,0,0,0
1381100,42.3605185509663,-5.47545068476768,830,0,0,0
1381200,42.3605095590855,-5.47545124058285,830,0,0,0
1381300,42.3605005663982,-5.47545177214809,830,0,0,0
1381400,42.3604915729404,-5.47545227946129,830,0,0,0
1381500,42.3604825787481,-5.47545276252044,830,0,0,0
1381600,42.3604735838573,-5.4754532213236,830,0,0,0
1381700,42.3604645883039,-5.47545365586895,830,0,0,0
1381800,42.3604555921239,-5.47545406615478,830,0,0,0
1381900,42.3604465953533,-5.47545445217944,830,0,0,0
1382000,42.3604375980282,-5.4754548139414,830,0,0,0
1382100,42.3604286001844,-5.47545515143922,830,0,0,0
1382200,42.360419601858,-5.47545546467158,830,0,0,0
1382300,42.3604106030849,-5.47545575363721,830,0,0,0
1382400,42.3604016039013,-5.47545601833498,830,0,0,0
1382500,42.3603926043429,-5.47545625876385,830,0,0,0
1382600,42.360383604446,-5.47545647492285,830,0,0,0
1382700,42.3603746042464,-5.47545666681113,830,0,0,0
1382800,42.3603656037802,-5.47545683442794,830,0,0,0
1382900,42.3603566030833,-5.47545697777262,830,0,0,0
1383000,42.3603476021918,-5.4754570968446,830,0,0,0
1383100,42.3603386011417,-5.47545719164342,830,0,0,0
1383200,42.3603295999689,-5.4754572621687,830,0,0,0
1383300,42.3603205987096,-5.47545730842019,830,0,0,0
1383400,42.3603115973996,-5.4754573303977,830,0,0,0
1383500,42.360302596075,-5.47545732810115,830,0,0,0
1383600,42.3602935947718,-5.47545730153056,830,0,0,0
1383700,42.360284593526,-5.47545725068606,830,0,0,0
1383800,42.3602755923736,-5.47545717556785,830,0,0,0
1383900,42.3602665913506,-5.47545707617625,830,0,0,0
1384000,42.360257590493,-5.47545695251166,830,0,0,0
1384100,42.3602485898368,-5.47545680457459,830,0,0,0
1384200,42.3602395894181,-5.47545663236565,830,0,0,0
1384300,42.3602305892728,-5.47545643588552,830,0,0,0
1384400,42.3602215894369,-5.47545621513501,830,0,0,0
1384500,42.3602125899464,-5.47545597011501,830,0,0,0
1384600,42.3602035908374,-5.4754557008265,830,0,0,0
1384700,42.3601945921457,-5.47545540727059,830,0,0,0
1384800,42.3601855939075,-5.47545508944845,830,0,0,0
1384900,42.3601765961586,-5.47545474736137,830,0,0,0
1385000,42.3601675989352,-5.47545438101071,830,0,0,0
1385100,42.3601586022731,-5.47545399039797,830,0,0,0
1385200,42.3601496062085,-5.47545357552471,830,0,0,0
1385300,42.3601406107771,-5.47545313639259,830,0,0,0
1385400,42.3601316160151,-5.4754526730034,830,0,0,0
1385500,42.3601226219584,-5.47545218535899,830,0,0,0
1385600,42.360113628643,-5.47545167346132,830,0,0,0
1385700,42.3601046361049,-5.47545113731245,830,0,0,0
1385800,42.36009564438,-5.47545057691454,830,0,0,0
1385900,42.3600866535043,-5.47544999226984,830,0,0,0
1386000,42.3600776635137,-5.47544938338069,830,0,0,0
1386100,42.3600686744442,-5.47544875024955,830,0,0,0
1386200,42.3600596863319,-5.47544809287895,830,0,0,0
1386300,42.3600506992126,-5.47544741127154,830,0,0,0
1386400,42.3600417131222,-5.47544670543005,830,0,0,0
1386500,42.3600327280967,-5.47544597535732,830,0,0,0
1386600,42.3600237441722,-5.47544522105627,830,0,0,0
1386700,42.3600147613844,-5.47544444252994,830,0,0,0
1386800,42.3600057797693,-5.47544363978144,830,0,0,0
1386900,42.3599967993629,-5.47544281281401,830,0,0,0
1387000,42.3599878202011,-5.47544196163095,830,0,0,0
1387100,42.3599788423197,-5.47544108623569,830,0,0,0
1387200,42.3599698657548,-5.47544018663173,830,0,0,0
1387300,42.3599608905421,-5.47543926282268,830,0,0,0
1387400,42.3599519167177,-5.47543831481226,830,0,0,0
1387500,42.3599429443173,-5.47543734260425,830,0,0,0
1387600,42.359933973377,-5.47543634620257,830,0,0,0
1387700,42.3599250039325,-5.4754353256112,830,0,0,0
1387800,42.3599160360198,-5.47543428083424,830,0,0,0
1387900,42.3599070696747,-5.47543321187587,830,0,0,0
1388000,42.359898104933,-5.4754321187404,830,0,0,0
1388100,42.3598891418308,-5.47543100143219,830,0,0,0
1388200,42.3598801804037,-5.47542985995572,830,0,0,0
1388300,42.3598712206876,-5.47542869431558,830,0,0,0
1388400,42.3598622627185,-5.47542750451644,830,0,0,0
1388500,42.359853306532,-5.47542629056306,830,0,0,0
1388600,42.3598443521641,-5.47542505246031,830,0,0,0
1388700,42.3598353996505,-5.47542379021315,830,0,0,0
1388800,42.3598264490271,-5.47542250382665,830,0,0,0
1388900,42.3598175003296,-5.47542119330595,830,0,0,0
1389000,42.3598085535939,-5.47541985865632,830,0,0,0
1389100,42.3597996088558,-5.47541849988309,830,0,0,0
1389200,42.3597906661509,-5.47541711699172,830,0,0,0
1389300,42.3597817255152,-5.47541570998774,830,0,0,0
1389400,42.3597727869843,-5.4754142788768,830,0,0,0
1389500,42.359763850594,-5.47541282366463,830,0,0,0
1389600,42.3597549163801,-5.47541134435705,830,0,0,0
1389700,42.3597459843782,-5.47540984096001,830,0,0,0
1389800,42.3597370546241,-5.47540831347951,830,0,0,0
1389900,42.3597281271536,-5.47540676192169,830,0,0,0
1390000,42.3597192020023,-5.47540518629275,830,0,0,0
1390100,42.359710279206,-5.47540358659901,830,0,0,0
1390200,42.3597013588003,-5.47540196284688,830,0,0,0
1390300,42.3596924408208,-5.47540031504287,830,0,0,0
1390400,42.3596835253034,-5.47539864319356,830,0,0,0
1390500,42.3596746122836,-5.47539694730567,830,0,0,0
1390600,42.3596657017971,-5.47539522738599,830,0,0,0
1390700,42.3596567938796,-5.4753934834414,830,0,0,0
1390800,42.3596478885665,-5.47539171547889,830,0,0,0
1390900,42.3596389858937,-5.47538992350555,830,0,0,0
1391000,42.3596300858967,-5.47538810752854,830,0,0,0
1391100,42.3596211886111,-5.47538626755516,830,0,0,0
1391200,42.3596122940724,-5.47538440359275,830,0,0,0
1391300,42.3596034023163,-5.47538251564879,830,0,0,0
1391400,42.3595945133783,-5.47538060373085,830,0,0,0
1391500,42.3595856272941,-5.47537866784657,830,0,0,0
1391600,42.359576744099,-5.47537670800372,830,0,0,0
1391700,42.3595678638287,-5.47537472421014,830,0,0,0
1391800,42.3595589865186,-5.47537271647377,830,0,0,0
1391900,42.3595501122043,-5.47537068480267,830,0,0,0
1392000,42.3595412409213,-5.47536862920495,830,0,0,0
1392100,42.3595323727051,-5.47536654968887,830,0,0,0
1392200,42.3595235075911,-5.47536444626274,830,0,0,0
1392300,42.3595146456148,-5.47536231893498,830,0,0,0
1392400,42.3595057868116,-5.47536016771413,830,0,0,0
1392500,42.359496931217,-5.47535799260878,830,0,0,0
1392600,42.3594880788663,-5.47535579362765,830,0,0,0
1392700,42.3594792297951,-5.47535357077955,830,0,0,0
1392800,42.3594703840387,-5.47535132407338,830,0,0,0
1392900,42.3594615416324,-5.47534905351814,830,0,0,0
1393000,42.3594527026117,-5.4753467591229,830,0,0,0
1393100,42.3594438670119,-5.47534444089688,830,0,0,0
1393200,42.3594350348684,-5.47534209884934,830,0,0,0
1393300,42.3594262062163,-5.47533973298966,830,0,0,0
1393400,42.3594173810912,-5.47533734332732,830,0,0,0
1393500,42.3594085595283,-5.47533492987189,830,0,0,0
1393600,42.3593997415628,-5.47533249263302,830,0,0,0
1393700,42.35939092723,-5.47533003162048,830,0,0,0
1393800,42.3593821165653,-5.47532754684412,830,0,0,0
1393900,42.3593733096037,-5.47532503831389,830,0,0,0
1394000,42.3593645063807,-5.47532250603984,830,0,0,0
1394100,42.3593557069312,-5.47531995003209,830,0,0,0
1394200,42.3593469112907,-5.47531737030089,830,0,0,0
1394300,42.3593381194942,-5.47531476685656,830,0,0,0
1394400,42.3593293315769,-5.47531213970953,830,0,0,0
1394500,42.359320547574,-5.47530948887032,830,0,0,0
1394600,42.3593117675206,-5.47530681434953,830,0,0,0
1394700,42.3593029914518,-5.47530411615788,830,0,0,0
1394800,42.3592942194027,-5.47530139430616,830,0,0,0
1394900,42.3592854514084,-5.47529864880528,830,0,0,0
1395000,42.359276687504,-5.47529587966623,830,0,0,0
1395100,42.3592679277245,-5.47529308690008,830,0,0,0
1395200,42.359259172105,-5.47529027051802,830,0,0,0
1395300,42.3592504206804,-5.47528743053134,830,0,0,0
1395400,42.3592416734859,-5.47528456695138,830,0,0,0
1395500,42.3592329305563,-5.47528167978963,830,0,0,0
1395600,42.3592241919267,-5.47527876905764,830,0,0,0
1395700,42.359215457632,-5.47527583476705,830,0,0,0
1395800,42.3592067277071,-5.47527287692962,830,0,0,0
1395900,42.359198002187,-5.47526989555718,830,0,0,0
1396000,42.3591892811065,-5.47526689066167,830,0,0,0
1396100,42.3591805645005,-5.47526386225513,830,0,0,0
1396200,42.3591718524039,-5.47526081034966,830,0,0,0
1396300,42.3591631448516,-5.47525773495749,830,0,0,0
1396400,42.3591544418784,-5.47525463609093,830,0,0,0
1396500,42.3591457435191,-5.47525151376239,830,0,0,0
1396600,42.3591370498084,-5.47524836798435,830,0,0,0
1396700,42.3591283607812,-5.47524519876942,830,0,0,0
1396800,42.3591196764722,-5.47524200613029,830,0,0,0
1396900,42.3591109969161,-5.47523879007972,830,0,0,0
1397000,42.3591023221477,-5.47523555063059,830,0,0,0
1397100,42.3590936522016,-5.47523228779587,830,0,0,0
1397200,42.3590849871126,-5.47522900158863,830,0,0,0
1397300,42.3590763269153,-5.475225692022,830,0,0,0
1397400,42.3590676716442,-5.47522235910925,830,0,0,0
1397500,42.3590590213342,-5.4752190028637,830,0,0,0
1397600,42.3590503760197,-5.4752156232988,830,0,0,0
1397700,42.3590417357352,-5.47521222042807,830,0,0,0
1397800,42.3590331005155,-5.47520879426514,830,0,0,0
1397900,42.359024470395,-5.47520534482371,830,0,0,0
1398000,42.3590158454083,-5.47520187211759,830,0,0,0
1398100,42.3590072255898,-5.47519837616068,830,0,0,0
1398200,42.358998610974,-5.47519485696697,830,0,0,0
1398300,42.3589900015953,-5.47519131455055,830,0,0,0
1398400,42.3589813974883,-5.4751877489256,830,0,0,0
1398500,42.3589727986873,-5.47518416010639,830,0,0,0
1398600,42.3589642052267,-5.47518054810727,830,0,0,0
1398700,42.3589556171409,-5.47517691294272,830,0,0,0
1398800,42.3589470344643,-5.47517325462728,830,0,0,0
1398900,42.358938457231,-5.47516957317559,830,0,0,0
1399000,42.3589298854756,-5.47516586860238,830,0,0,0
1399100,42.3589213192322,-5.47516214092248,830,0,0,0
1399200,42.3589127585352,-5.47515839015081,830,0,0,0
1399300,42.3589042034187,-5.47515461630238,830,0,0,0
1399400,42.358895653917,-5.4751508193923,830,0,0,0
1399500,42.3588871100643,-5.47514699943576,830,0,0,0
1399600,42.3588785718947,-5.47514315644805,830,0,0,0
1399700,42.3588700394424,-5.47513929044454,830,0,0,0
1399800,42.3588615127415,-5.47513540144072,830,0,0,0
1399900,42.3588529918262,-5.47513148945215,830,0,0,0
1400000,42.3588444767304,-5.47512755449448,830,0,0,0
1400100,42.3588359674884,-5.47512359658345,830,0,0,0
1400200,42.358827464134,-5.47511961573492,830,0,0,0
1400300,42.3588189667014,-5.47511561196481,830,0,0,0
1400400,42.3588104752245,-5.47511158528915,830,0,0,0
1400500,42.3588019897372,-5.47510753572405,830,0,0,0
1400600,42.3587935102735,-5.47510346328571,830,0,0,0
1400700,42.3587850368674,-5.47509936799044,830,0,0,0
1400800,42.3587765695527,-5.47509524985462,830,0,0,0
1400900,42.3587681083632,-5.47509110889473,830,0,0,0
1401000,42.3587596533329,-5.47508694512735,830,0,0,0
1401100,42.3587512044955,-5.47508275856914,830,0,0,0
1401200,42.3587427618848,-5.47507854923684,830,0,0,0
1401300,42.3587343255347,-5.47507431714732,830,0,0,0
1401400,42.3587258954787,-5.4750700623175,830,0,0,0
1401500,42.3587174717508,-5.47506578476441,830,0,0,0
1401600,42.3587090543845,-5.47506148450517,830,0,0,0
1401700,42.3587006434135,-5.47505716155698,830,0,0,0
1401800,42.3586922388714,-5.47505281593716,830,0,0,0
1401900,42.358683840792,-5.47504844766309,830,0,0,0
1402000,42.3586754492087,-5.47504405675224,830,0,0,0
1402100,42.3586670641551,-5.47503964322218,830,0,0,0
1402200,42.3586586856648,-5.47503520709059,830,0,0,0
1402300,42.3586503137713,-5.47503074837522,830,0,0,0
1402400,42.358641948508,-5.47502626709389,830,0,0,0
1402500,42.3586335899085,-5.47502176326456,830,0,0,0
1402600,42.3586252380061,-5.47501723690524,830,0,0,0
1402700,42.3586168928343,-5.47501268803405,830,0,0,0
1402800,42.3586085544264,-5.47500811666918,830,0,0,0
1402900,42.3586002228158,-5.47500352282893,830,0,0,0
1403000,42.3585918980358,-5.47499890653169,830,0,0,0
1403100,42.3585835801198,-5.47499426779592,830,0,0,0
1403200,42.3585752691009,-5.47498960664019,830,0,0,0
1403300,42.3585669650124,-5.47498492308315,830,0,0,0
1403400,42.3585586678875,-5.47498021714355,830,0,0,0
1403500,42.3585503777595,-5.4749754888402,830,0,0,0
1403600,42.3585420946614,-5.47497073819204,830,0,0,0
1403700,42.3585338186265,-5.47496596521808,830,0,0,0
1403800,42.3585255496878,-5.4749611699374,830,0,0,0
1403900,42.3585172878783,-5.4749563523692,830,0,0,0
1404000,42.3585090332312,-5.47495151253276,830,0,0,0
1404100,42.3585007857793,-5.47494665044744,830,0,0,0
1404200,42.3584925455559,-5.4749417661327,830,0,0,0
1404300,42.3584843125937,-5.47493685960809,830,0,0,0
1404400,42.3584760869257,-5.47493193089324,830,0,0,0
1404500,42.3584678685848,-5.47492698000786,830,0,0,0
1404600,42.3584596576039,-5.47492200697178,830,0,0,0
1404700,42.3584514540159,-5.47491701180488,830,0,0,0
1404800,42.3584432578535,-5.47491199452715,830,0,0,0
1404900,42.3584350691495,-5.47490695515868,830,0,0,0
1405000,42.3584268879366,-5.47490189371962,830,0,0,0
1405100,42.3584187142477,-5.47489681023023,830,0,0,0
1405200,42.3584105481153,-5.47489170471085,830,0,0,0
1405300,42.3584023895722,-5.4748865771819,830,0,0,0
1405400,42.358394238651,-5.47488142766391,830,0,0,0
1405500,42.3583860953842,-5.47487625617748,830,0,0,0
1405600,42.3583779598045,-5.47487106274331,830,0,0,0
1405700,42.3583698319444,-5.47486584738216,830,0,0,0
1405800,42.3583617118363,-5.47486061011492,830,0,0,0
1405900,42.3583535995129,-5.47485535096253,830,0,0,0
1406000,42.3583454950064,-5.47485006994603,830,0,0,0
1406100,42.3583373983494,-5.47484476708657,830,0,0,0
1406200,42.3583293095743,-5.47483944240536,830,0,0,0
1406300,42.3583212287133,-5.4748340959237,830,0,0,0
1406400,42.3583131557987,-5.47482872766298,830,0,0,0
1406500,42.358305090863,-5.47482333764469,830,0,0,0
1406600,42.3582970339383,-5.47481792589038,830,0,0,0
1406700,42.3582889850568,-5.47481249242172,830,0,0,0
1406800,42.3582809442508,-5.47480703726045,830,0,0,0
1406900,42.3582729115524,-5.47480156042838,830,0,0,0
1407000,42.3582648869938,-5.47479606194744,830,0,0,0
1407100,42.358256870607,-5.47479054183962,830,0,0,0
1407200,42.3582488624241,-5.47478500012702,830,0,0,0
1407300,42.3582408624771,-5.4747794368318,830,0,0,0
1407400,42.3582328707981,-5.47477385197622,830,0,0,0
1407500,42.3582248874189,-5.47476824558263,830,0,0,0
1407600,42.3582169123716,-5.47476261767346,830,0,0,0
1407700,42.3582089456879,-5.47475696827122,830,0,0,0
1407800,42.3582009873999,-5.47475129739852,830,0,0,0
1407900,42.3581930375392,-5.47474560507806,830,0,0,0
1408000,42.3581850961378,-5.47473989133259,830,0,0,0
1408100,42.3581771632273,-5.474734156185,830,0,0,0
1408200,42.3581692388395,-5.47472839965821,830,0,0,0
1408300,42.3581613230062,-5.47472262177528,830,0,0,0
1408400,42.3581534157588,-5.4747168225593,830,0,0,0
1408500,42.3581455171292,-5.47471100203349,830,0,0,0
1408600,42.3581376271488,-5.47470516022112,830,0,0,0
1408700,42.3581297458492,-5.47469929714558,830,0,0,0
1408800,42.358121873262,-5.47469341283032,830,0,0,0
1408900,42.3581140094186,-5.47468750729889,830,0,0,0
1409000,42.3581061543505,-5.47468158057491,830,0,0,0
1409100,42.3580983080891,-5.4746756326821,830,0,0,0
1409200,42.3580904706658,-5.47466966364424,830,0,0,0
1409300,42.3580826421119,-5.47466367348523,830,0,0,0
1409400,42.3580748224587,-5.47465766222903,830,0,0,0
1409500,42.3580670117376,-5.47465162989969,830,0,0,0
1409600,42.3580592099798,-5.47464557652135,830,0,0,0
1409700,42.3580514172164,-5.47463950211822,830,0,0,0
1409800,42.3580436334786,-5.4746334067146,830,0,0,0
1409900,42.3580358587976,-5.47462729033489,830,0,0,0
1410000,42.3580280932044,-5.47462115300355,830,0,0,0
1410100,42.3580203367302,-5.47461499474513,830,0,0,0
1410200,42.3580125894059,-5.47460881558427,830,0,0,0
1410300,42.3580048512625,-5.47460261554571,830,0,0,0
1410400,42.357997122331,-5.47459639465423,830,0,0,0
1410500,42.3579894026422,-5.47459015293475,830,0,0,0
1410600,42.3579816922271,-5.47458389041221,830,0,0,0
1410700,42.3579739911166,-5.47457760711168,830,0,0,0
1410800,42.3579662993413,-5.47457130305829,830,0,0,0
1410900,42.3579586169321,-5.47456497827727,830,0,0,0
1411000,42.3579509439197,-5.47455863279392,830,0,0,0
1411100,42.3579432803347,-5.47455226663362,830,0,0,0
1411200,42.3579356262079,-5.47454587982185,830,0,0,0
1411300,42.3579279815698,-5.47453947238416,830,0,0,0
1411400,42.3579203464511,-5.47453304434618,830,0,0,0
1411500,42.3579127208822,-5.47452659573364,830,0,0,0
1411600,42.3579051048936,-5.47452012657231,830,0,0,0
1411700,42.3578974985159,-5.47451363688811,830,0,0,0
1411800,42.3578899017794,-5.47450712670696,830,0,0,0
1411900,42.3578823147145,-5.47450059605495,830,0,0,0
1412000,42.3578747373516,-5.47449404495817,830,0,0,0
1412100,42.357867169721,-5.47448747344285,830,0,0,0
1412200,42.3578596118529,-5.47448088153526,830,0,0,0
1412300,42.3578520637775,-5.47447426926179,830,0,0,0
1412400,42.3578445255251,-5.47446763664889,830,0,0,0
1412500,42.3578369971258,-5.47446098372309,830,0,0,0
1412600,42.3578294786097,-5.47445431051101,830,0,0,0
1412700,42.3578219700069,-5.47444761703935,830,0,0,0
1412800,42.3578144713474,-5.47444090333488,830,0,0,0
1412900,42.3578069826613,-5.47443416942446,830,0,0,0
1413000,42.3577995039783,-5.47442741533505,830,0,0,0
1413100,42.3577920353286,-5.47442064109364,830,0,0,0
1413200,42.3577845767419,-5.47441384672735,830,0,0,0
1413300,42.357777128248,-5.47440703226335,830,0,0,0
1413400,42.3577696898769,-5.47440019772891,830,0,0,0
1413500,42.3577622616581,-5.47439334315137,830,0,0,0
1413600,42.3577548436214,-5.47438646855814,830,0,0,0
1413700,42.3577474357966,-5.47437957397675,830,0,0,0
1413800,42.3577400382131,-5.47437265943475,830,0,0,0
1413900,42.3577326509007,-5.47436572495982,830,0,0,0
1414000,42.3577252738888,-5.47435877057969,830,0,0,0
1414100,42.3577179072069,-5.4743517963222,830,0,0,0
1414200,42.3577105508846,-5.47434480221523,830,0,0,0
1414300,42.3577032049512,-5.47433778828677,830,0,0,0
1414400,42.3576958694362,-5.47433075456489,830,0,0,0
1414500,42.3576885443687,-5.47432370107771,830,0,0,0
1414600,42.3576812297783,-5.47431662785345,830,0,0,0
1414700,42.357673925694,-5.47430953492042,830,0,0,0
1414800,42.3576666321452,-5.47430242230698,830,0,0,0
1414900,42.3576593491609,-5.47429529004159,830,0,0,0
1415000,42.3576520767704,-5.47428813815278,830,0,0,0
1415100,42.3576448150027,-5.47428096666918,830,0,0,0
1415200,42.3576375638868,-5.47427377561944,830,0,0,0
1415300,42.3576303234518,-5.47426656503236,830,0,0,0
1415400,42.3576230937266,-5.47425933493677,830,0,0,0
1415500,42.3576158747401,-5.4742520853616,830,0,0,0
1415600,42.3576086665212,-5.47424481633584,830,0,0,0
1415700,42.3576014690987,-5.47423752788858,830,0,0,0
1415800,42.3575942825014,-5.47423022004897,830,0,0,0
1415900,42.3575871067581,-5.47422289284626,830,0,0,0
1416000,42.3575799418975,-5.47421554630975,830,0,0,0
1416100,42.3575727879481,-5.47420818046882,830,0,0,0
1416200,42.3575656449387,-5.47420079535295,830,0,0,0
1416300,42.3575585128977,-5.47419339099168,830,0,0,0
1416400,42.3575513918538,-5.47418596741462,830,0,0,0
1416500,42.3575442818354,-5.47417852465148,830,0,0,0
1416600,42.3575371828708,-5.47417106273203,830,0,0,0
1416700,42.3575300949886,-5.47416358168612,830,0,0,0
1416800,42.3575230182171,-5.47415608154367,830,0,0,0
1416900,42.3575159525846,-5.47414856233469,830,0,0,0
1417000,42.3575088981193,-5.47414102408926,830,0,0,0
1417100,42.3575018548494,-5.47413346683752,830,0,0,0
1417200,42.3574948228031,-5.47412589060973,830,0,0,0
1417300,42.3574878020086,-5.47411829543618,830,0,0,0
1417400,42.3574807924939,-5.47411068134726,830,0,0,0
1417500,42.3574737942871,-5.47410304837343,830,0,0,0
1417600,42.3574668074161,-5.47409539654521,830,0,0,0
1417700,42.3574598319089,-5.47408772589321,830,0,0,0
1417800,42.3574528677934,-5.47408003644813,830,0,0,0
1417900,42.3574459150974,-5.47407232824072,830,0,0,0
1418000,42.3574389738487,-5.47406460130181,830,0,0,0
1418100,42.3574320440752,-5.47405685566232,830,0,0,0
